DATAFLOW,LAST UPDATE,freq,unit,tra_meas,tra_cov,aircraft,rep_airp,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2024-01,14334,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2024-02,11938,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2024-03,11478,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2024-04,4902,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2024-05,4588,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2024-06,6982,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2024-07,8412,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2024-08,8242,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2024-09,6687,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2024-10,4545,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2024-11,4942,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2024-12,4339,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2025-01,6074,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2025-02,5860,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2025-03,5300,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2025-04,10880,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2025-05,9910,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2025-06,8489,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2025-07,10060,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2025-08,9850,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2025-09,9204,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,OLSZTYN-MAZURY airport,2025-10,10931,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2010-01,974728,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2010-02,905265,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2010-03,1086335,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2010-04,929730,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2010-05,1235293,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2010-06,1356153,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2010-07,1383086,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2010-08,1365117,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2010-09,1208369,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2010-10,1216543,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2010-11,1055267,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2010-12,1014969,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2011-01,1036745,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2011-02,967707,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2011-03,1134797,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2011-04,1149098,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2011-05,1298153,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2011-06,1306594,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2011-07,1350785,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2011-08,1365002,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2011-09,1383893,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2011-10,1223723,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2011-11,1020398,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2011-12,1038162,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2012-01,1038328,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2012-02,974766,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2012-03,1100539,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2012-04,1208473,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2012-05,1416691,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2012-06,1552460,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2012-07,1477205,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2012-08,1256233,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2012-09,1237138,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2012-10,1130794,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2012-11,634921,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2012-12,979149,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2013-01,1167742,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2013-02,1092268,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2013-03,1206557,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2013-04,1293751,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2013-05,1424649,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2013-06,1475525,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2013-07,1554062,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2013-08,1524824,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2013-09,1484981,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2013-10,1221052,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2013-11,1044763,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2013-12,991357,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2014-01,1037803,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2014-02,973395,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2014-03,1098315,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2014-04,1188759,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2014-05,1369689,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2014-06,1459071,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2014-07,1541146,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2014-08,1511868,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2014-09,1135145,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2014-10,1354948,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2014-11,1178134,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2014-12,1141318,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2015-01,1195584,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2015-02,1099990,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2015-03,1267102,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2015-04,1278052,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2015-05,1404726,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2015-06,1526920,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2015-07,1575355,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2015-08,1539640,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2015-09,1509768,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2015-10,1333532,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2015-11,1151348,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2015-12,1137467,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2016-01,1209043,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2016-02,1164126,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2016-03,1273225,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2016-04,1337173,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2016-05,1499473,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2016-06,1279747,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2016-07,1726798,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2016-08,1760815,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2016-09,1704661,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2016-10,1516049,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2016-11,1377982,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2016-12,1382663,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2017-01,1404982,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2017-02,1292512,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2017-03,1456311,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2017-04,1495355,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2017-05,1700335,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2017-06,1884155,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2017-07,2007752,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2017-08,2023309,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2017-09,1988530,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2017-10,1834166,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2017-11,1524680,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2017-12,1509027,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2018-01,1580949,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2018-02,1437037,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2018-03,1655498,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2018-04,1710604,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2018-05,1918509,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2018-06,2084850,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2018-07,2276378,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2018-08,2295690,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2018-09,2188399,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2018-10,1972002,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2018-11,1703986,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2018-12,1719261,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2019-01,1729890,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2019-02,1592792,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2019-03,1741997,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2019-04,1853315,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2019-05,2027538,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2019-06,2090695,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2019-07,2230252,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2019-08,2257882,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2019-09,2210934,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2019-10,2064702,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2019-11,1815081,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2019-12,1819312,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2020-01,1844059,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2020-02,1730313,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2020-03,921329,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2020-04,29214,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2020-05,27189,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2020-06,164360,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2020-07,741197,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2020-08,990140,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2020-09,827198,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2020-10,650120,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2020-11,393140,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2020-12,448911,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Seats and berths,Passengers seats available,Total transport,Total,WARSZAWA/CHOPINA airport,2021-01,394093,,
